node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
GlymaFiskIII.02G178300.7.p,8.0,0.0,1.0,8.0,464.306,1.0,0.08179,1303.38665,11.09047,970.5088,4.0705388E7,0.0,
GlymaFiskIII.02G178300.6.p,8.0,0.0,1.0,8.0,492.043,1.0,0.08179,1303.38665,11.09047,970.5088,4.0705388E7,0.0,
GlymaFiskIII.02G178300.5.p,8.0,0.0,1.0,8.0,503.086,1.0,0.08179,1303.38665,11.09047,970.5088,4.0705388E7,0.0,
GlymaFiskIII.02G178300.4.p,8.0,0.0,1.0,8.0,485.357,1.0,0.08179,1303.38665,11.09047,970.5088,4.0705388E7,0.0,
GlymaFiskIII.02G178300.3.p,8.0,0.0,1.0,8.0,453.073,1.0,0.08179,1303.38665,11.09047,970.5088,4.0705388E7,0.0,
GlymaFiskIII.02G178300.2.p,8.0,0.0,1.0,8.0,488.051,1.0,0.08179,1303.38665,11.09047,970.5088,4.0705388E7,0.0,
GlymaFiskIII.02G178300.1.p,8.0,0.0,1.0,8.0,480.463,1.0,0.08179,1303.38665,11.09047,970.5088,4.0705388E7,0.0,
GlymaFiskIII.02G159500.3.p,1.0,0.0,1.0,1.0,1.095,1.0,0.05998,748.00231,7.97755,0.0,0.0,0.0,
GlymaFiskIII.02G159500.2.p,1.0,0.0,1.0,1.0,1.099,1.0,0.05998,748.00231,7.97755,0.0,0.0,0.0,
GlymaFiskIII.02G159500.1.p,1.0,0.0,1.0,1.0,1.067,1.0,0.05998,748.00231,7.97755,0.0,0.0,0.0,
GlymaFiskIII.02G108500.2.p,6.0,0.0,1.0,6.0,550.482,1.0,0.08997,1640.00913,12.03425,3609.63265,3.71283784E8,0.0,
GlymaFiskIII.02G108500.1.p,6.0,0.0,1.0,6.0,496.99,1.0,0.08997,1640.00913,12.03425,3609.63265,3.71283784E8,0.0,
GlymaFiskIII.02G091800.2.p,16.0,0.0,1.0,19.0,1189.319,1.0,0.08997,1678.76429,12.11853,4478.29829,7.44876378E8,0.0,
GlymaFiskIII.02G091800.1.p,16.0,0.0,1.0,19.0,1146.708,1.0,0.08997,1678.76429,12.11853,4478.29829,7.44876378E8,0.0,
GlymaFiskIII.02G057000.2.p,2.0,0.0,1.0,2.0,74.195,1.0,0.06921,991.43556,9.80683,0.03226,2.0,0.0,
GlymaFiskIII.02G057000.1.p,2.0,0.0,1.0,2.0,76.575,1.0,0.06921,991.43556,9.80683,0.03226,2.0,0.0,
GlymaFiskIII.02G017000.1.p,31.0,0.0,1.0,33.0,1505.31,1.0,0.08997,1844.76865,12.43267,10039.56968,5.957766036E9,0.0,
GlymaFiskIII.02G004300.1.p,3.0,0.0,1.0,3.0,288.037,1.0,0.08997,1587.01508,11.97213,53.52973,5.5362782E7,0.0,
GlymaFiskIII.02G003300.2.p,4.0,0.0,1.0,4.0,286.811,1.0,0.08997,1557.5254,11.89552,860.31517,1.1606757E8,0.0,
GlymaFiskIII.02G003300.1.p,4.0,0.0,1.0,4.0,307.561,1.0,0.08997,1557.5254,11.89552,860.31517,1.1606757E8,0.0,
GlymaFiskIII.01G215000.9.p,1.0,0.0,1.0,1.0,79.616,1.0,0.07498,1137.3491,10.5763,0.0,0.0,0.0,
GlymaFiskIII.01G215000.8.p,1.0,0.0,1.0,1.0,74.903,1.0,0.07498,1137.3491,10.5763,0.0,0.0,0.0,
GlymaFiskIII.01G215000.7.p,1.0,0.0,1.0,1.0,73.788,1.0,0.07498,1137.3491,10.5763,0.0,0.0,0.0,
GlymaFiskIII.01G215000.6.p,1.0,0.0,1.0,1.0,72.181,1.0,0.07498,1137.3491,10.5763,0.0,0.0,0.0,
GlymaFiskIII.01G215000.5.p,1.0,0.0,1.0,1.0,68.678,1.0,0.07498,1137.3491,10.5763,0.0,0.0,0.0,
GlymaFiskIII.01G215000.4.p,1.0,0.0,1.0,1.0,63.331,1.0,0.07498,1137.3491,10.5763,0.0,0.0,0.0,
GlymaFiskIII.01G215000.3.p,1.0,0.0,1.0,1.0,54.19,1.0,0.07498,1137.3491,10.5763,0.0,0.0,0.0,
GlymaFiskIII.01G215000.2.p,1.0,0.0,1.0,1.0,69.384,1.0,0.07498,1137.3491,10.5763,0.0,0.0,0.0,
GlymaFiskIII.01G215000.1.p,1.0,0.0,1.0,1.0,67.254,1.0,0.07498,1137.3491,10.5763,0.0,0.0,0.0,
GlymaFiskIII.01G200600.1.p,3.0,0.0,1.0,4.0,207.757,1.0,0.07498,1218.92374,10.92765,9.70354,1480420.0,0.0,
GlymaFiskIII.01G187200.1.p,3.0,0.0,1.0,3.0,241.23,1.0,0.08179,1453.58975,11.63337,920.56089,9.1979532E7,0.0,
GlymaFiskIII.01G162200.1.p,2.0,0.0,1.0,2.0,77.475,1.0,0.07498,1219.32486,10.89044,6536.86696,1.516153656E9,0.0,
GlymaFiskIII.01G140700.2.p,18.0,0.0,1.0,19.0,1170.018,1.0,0.08179,1736.5842,12.2206,3277.47129,4.925811E8,0.0,
GlymaFiskIII.01G140700.1.p,18.0,0.0,1.0,19.0,1151.645,1.0,0.08179,1736.5842,12.2206,3277.47129,4.925811E8,0.0,
GlymaFiskIII.01G108100.2.p,26.0,0.0,1.0,27.0,1376.845,1.0,0.08997,1735.62738,12.23456,8147.2354,2.273015018E9,0.0,
GlymaFiskIII.01G108100.1.p,26.0,0.0,1.0,27.0,1380.037,1.0,0.08997,1735.62738,12.23456,8147.2354,2.273015018E9,0.0,
GlymaFiskIII.01G073200.1.p,38.0,0.0,1.0,44.0,1581.476,1.0,0.08997,1790.56389,12.32103,13935.70311,3.963941122E9,0.0,
GlymaFiskIII.01G028600.2.p,10.0,0.0,1.0,10.0,786.053,1.0,0.08997,1638.48929,12.05778,367.06733,2.46568092E8,0.0,
GlymaFiskIII.01G028600.1.p,10.0,0.0,1.0,10.0,825.682,1.0,0.08997,1638.48929,12.05778,367.06733,2.46568092E8,0.0,
GlymaFiskIII.01G010100.1.p,2.0,0.0,1.0,2.0,94.619,1.0,0.07498,1172.62644,10.76867,0.05556,2.0,0.0,
GlymaFiskIII.U014100.2.p,2.0,0.0,1.0,2.0,43.817,1.0,0.07498,1217.01573,10.9241,94.64163,1143706.0,0.0,
GlymaFiskIII.U014100.1.p,2.0,0.0,1.0,2.0,66.348,1.0,0.07498,1217.01573,10.9241,94.64163,1143706.0,0.0,
GlymaFiskIII.20G157700.1.p,1.0,0.0,1.0,1.0,59.843,1.0,0.07498,1247.47449,11.08965,0.0,0.0,0.0,
GlymaFiskIII.20G138300.1.p,4.0,0.0,1.0,4.0,164.567,1.0,0.06921,1180.95648,10.7476,1611.26493,2.23336148E8,0.0,
GlymaFiskIII.20G065100.1.p,7.0,0.0,1.0,7.0,580.743,1.0,0.08179,1483.12348,11.71272,841.97128,9.3559602E7,0.0,
GlymaFiskIII.20G064900.7.p,1.0,0.0,1.0,1.0,1.087,1.0,7.5E-4,5.5,0.00211,0.0,0.0,0.0,
GlymaFiskIII.20G064900.6.p,1.0,0.0,1.0,1.0,1.091,1.0,7.5E-4,5.5,0.00211,0.0,0.0,0.0,
GlymaFiskIII.20G064900.5.p,1.0,0.0,1.0,1.0,1.114,1.0,7.5E-4,5.5,0.00211,0.0,0.0,0.0,
GlymaFiskIII.20G064900.4.p,1.0,0.0,1.0,1.0,1.099,1.0,7.5E-4,5.5,0.00211,0.0,0.0,0.0,
GlymaFiskIII.20G064900.3.p,1.0,0.0,1.0,1.0,1.08,1.0,7.5E-4,5.5,0.00211,0.0,0.0,0.0,
GlymaFiskIII.20G064900.2.p,1.0,0.0,1.0,1.0,1.103,1.0,7.5E-4,5.5,0.00211,0.0,0.0,0.0,
GlymaFiskIII.20G064900.1.p,1.0,0.0,1.0,1.0,1.099,1.0,7.5E-4,5.5,0.00211,0.0,0.0,0.0,
GlymaFiskIII.19G245100.1.p,1.0,0.0,1.0,1.0,73.82,1.0,0.07498,1189.13431,10.83872,0.0,0.0,0.0,
GlymaFiskIII.19G236200.2.p,6.0,0.0,1.0,8.0,521.967,1.0,0.08179,1342.49095,11.31348,1691.68072,2.23790812E8,0.0,
GlymaFiskIII.19G236200.1.p,7.0,0.0,1.0,9.0,524.704,1.0,0.08179,1352.04095,11.32416,3360.48479,5.84808316E8,0.0,
GlymaFiskIII.19G225600.1.p,3.0,0.0,1.0,3.0,45.101,1.0,0.07498,1195.6562,10.87019,22667.74656,4.3585009626E10,0.0,
GlymaFiskIII.19G182900.1.p,1.0,0.0,1.0,1.0,58.979,1.0,0.07498,1161.8026,10.73364,0.0,0.0,0.0,
GlymaFiskIII.19G180300.1.p,4.0,0.0,1.0,7.0,458.084,1.0,0.06921,1108.71202,10.45234,0.60689,116.0,0.0,
GlymaFiskIII.19G163100.1.p,3.0,0.0,1.0,3.0,1.34,1.0,0.06427,882.87377,9.19278,0.46154,6.0,0.0,
GlymaFiskIII.19G145500.2.p,4.0,0.0,1.0,4.0,181.646,1.0,0.06921,1180.95648,10.7476,1611.26493,2.23336148E8,0.0,
GlymaFiskIII.19G145500.1.p,4.0,0.0,1.0,4.0,143.634,1.0,0.06921,1180.95648,10.7476,1611.26493,2.23336148E8,0.0,
GlymaFiskIII.19G115700.1.p,1.0,0.0,1.0,1.0,2.889,1.0,0.06427,965.98442,9.69929,0.0,0.0,0.0,
GlymaFiskIII.19G104600.1.p,13.0,0.0,1.0,13.0,907.107,1.0,0.08997,1740.52262,12.25371,1799.20835,2.214549558E9,0.0,
GlymaFiskIII.19G103800.4.p,1.0,0.0,1.0,1.0,50.8,1.0,0.07498,1099.10184,10.43921,0.0,0.0,0.0,
GlymaFiskIII.19G103800.3.p,1.0,0.0,1.0,1.0,62.655,1.0,0.07498,1099.10184,10.43921,0.0,0.0,0.0,
GlymaFiskIII.19G103800.2.p,1.0,0.0,1.0,1.0,26.832,1.0,0.07498,1099.10184,10.43921,0.0,0.0,0.0,
GlymaFiskIII.19G103800.1.p,1.0,0.0,1.0,1.0,34.329,1.0,0.07498,1099.10184,10.43921,0.0,0.0,0.0,
GlymaFiskIII.19G103000.3.p,1.0,0.0,1.0,1.0,100.857,1.0,0.08179,1358.00166,11.41966,0.0,0.0,0.0,
GlymaFiskIII.19G103000.2.p,1.0,0.0,1.0,1.0,107.76,1.0,0.08179,1358.00166,11.41966,0.0,0.0,0.0,
GlymaFiskIII.19G103000.1.p,1.0,0.0,1.0,1.0,125.084,1.0,0.08179,1358.00166,11.41966,0.0,0.0,0.0,
GlymaFiskIII.19G097500.1.p,2.0,0.0,1.0,2.0,87.85,1.0,0.06921,988.18556,9.80327,0.17377,38.0,0.0,
GlymaFiskIII.19G097000.2.p,3.0,0.0,1.0,3.0,204.787,1.0,0.08179,1303.13341,11.20348,132.10652,2.7431058E7,0.0,
GlymaFiskIII.19G097000.1.p,3.0,0.0,1.0,3.0,239.958,1.0,0.08179,1303.13341,11.20348,132.10652,2.7431058E7,0.0,
GlymaFiskIII.19G074600.3.p,12.0,0.0,1.0,12.0,685.073,1.0,0.08179,1530.95841,11.78414,20393.34249,3.459191674E9,0.0,
GlymaFiskIII.19G074600.2.p,12.0,0.0,1.0,12.0,715.214,1.0,0.08179,1530.95841,11.78414,20393.34249,3.459191674E9,0.0,
GlymaFiskIII.19G074600.1.p,12.0,0.0,1.0,12.0,681.194,1.0,0.08179,1530.95841,11.78414,20393.34249,3.459191674E9,0.0,
GlymaFiskIII.18G235700.1.p,1.0,0.0,1.0,1.0,1.099,1.0,0.06921,973.41474,9.80628,0.0,0.0,0.0,
GlymaFiskIII.18G233300.4.p,4.0,0.0,1.0,4.0,184.485,1.0,0.07498,1238.06883,10.95721,419.49635,1.542918992E10,0.0,
GlymaFiskIII.18G233300.3.p,4.0,0.0,1.0,4.0,179.512,1.0,0.07498,1238.06883,10.95721,419.49635,1.542918992E10,0.0,
GlymaFiskIII.18G233300.2.p,4.0,0.0,1.0,4.0,166.084,1.0,0.07498,1238.06883,10.95721,419.49635,1.542918992E10,0.0,
GlymaFiskIII.18G233300.1.p,4.0,0.0,1.0,4.0,179.995,1.0,0.07498,1238.06883,10.95721,419.49635,1.542918992E10,0.0,
GlymaFiskIII.18G217800.2.p,3.0,0.0,1.0,3.0,62.718,1.0,0.07498,1254.5899,11.06611,162960.36267,1.13346216602E11,0.0,
GlymaFiskIII.18G193900.1.p,1.0,0.0,1.0,1.0,95.337,1.0,0.08179,1372.70249,11.44292,0.0,0.0,0.0,
GlymaFiskIII.18G099400.3.p,2.0,0.0,1.0,3.0,1.548,1.0,0.05623,833.37769,8.70269,0.16667,4.0,0.0,
GlymaFiskIII.18G099400.2.p,2.0,0.0,1.0,3.0,4.728,1.0,0.05623,833.37769,8.70269,0.16667,4.0,0.0,
GlymaFiskIII.17G213800.1.p,4.0,0.0,1.0,4.0,163.516,1.0,0.06921,1180.95648,10.7476,1611.26493,2.23336148E8,0.0,
GlymaFiskIII.17G178100.6.p,1.0,0.0,1.0,1.0,99.436,1.0,0.08179,1358.00166,11.41966,0.0,0.0,0.0,
GlymaFiskIII.17G178100.5.p,1.0,0.0,1.0,1.0,105.39,1.0,0.08179,1358.00166,11.41966,0.0,0.0,0.0,
GlymaFiskIII.17G178100.4.p,1.0,0.0,1.0,1.0,103.306,1.0,0.08179,1358.00166,11.41966,0.0,0.0,0.0,
GlymaFiskIII.17G178100.3.p,1.0,0.0,1.0,1.0,93.104,1.0,0.08179,1358.00166,11.41966,0.0,0.0,0.0,
GlymaFiskIII.17G178100.2.p,1.0,0.0,1.0,1.0,88.433,1.0,0.08179,1358.00166,11.41966,0.0,0.0,0.0,
GlymaFiskIII.17G178100.1.p,1.0,0.0,1.0,1.0,93.012,1.0,0.08179,1358.00166,11.41966,0.0,0.0,0.0,
GlymaFiskIII.17G107200.3.p,1.0,0.0,1.0,1.0,1.107,1.0,0.00123,9.0,0.00304,0.0,0.0,0.0,
GlymaFiskIII.17G107200.2.p,1.0,0.0,1.0,1.0,1.094,1.0,0.00123,9.0,0.00304,0.0,0.0,0.0,
GlymaFiskIII.17G107200.1.p,1.0,0.0,1.0,1.0,1.149,1.0,0.00123,9.0,0.00304,0.0,0.0,0.0,
GlymaFiskIII.17G092100.2.p,1.0,0.0,1.0,1.0,83.613,1.0,0.08179,1372.70249,11.44292,0.0,0.0,0.0,
GlymaFiskIII.17G028600.3.p,3.0,0.0,1.0,3.0,307.66,1.0,0.08179,1429.52626,11.61285,60.09618,1.3745666E7,0.0,
GlymaFiskIII.17G028600.2.p,3.0,0.0,1.0,3.0,291.015,1.0,0.08179,1429.52626,11.61285,60.09618,1.3745666E7,0.0,
GlymaFiskIII.17G028600.1.p,3.0,0.0,1.0,3.0,281.038,1.0,0.08179,1429.52626,11.61285,60.09618,1.3745666E7,0.0,
GlymaFiskIII.17G024300.4.p,1.0,0.0,1.0,1.0,33.13,1.0,0.08179,1188.55538,10.85924,0.0,0.0,0.0,
GlymaFiskIII.17G011700.6.p,2.0,0.0,1.0,2.0,153.483,1.0,0.07498,1263.45018,11.10716,0.02128,2.0,0.0,
GlymaFiskIII.17G011700.5.p,2.0,0.0,1.0,2.0,157.486,1.0,0.07498,1263.45018,11.10716,0.02128,2.0,0.0,
GlymaFiskIII.17G011700.4.p,2.0,0.0,1.0,2.0,134.598,1.0,0.07498,1263.45018,11.10716,0.02128,2.0,0.0,
GlymaFiskIII.17G011700.3.p,2.0,0.0,1.0,2.0,125.508,1.0,0.07498,1263.45018,11.10716,0.02128,2.0,0.0,
GlymaFiskIII.17G011700.2.p,2.0,0.0,1.0,2.0,145.844,1.0,0.07498,1263.45018,11.10716,0.02128,2.0,0.0,
GlymaFiskIII.17G011700.1.p,2.0,0.0,1.0,2.0,173.993,1.0,0.07498,1263.45018,11.10716,0.02128,2.0,0.0,
GlymaFiskIII.16G059200.3.p,12.0,0.0,1.0,12.0,636.627,1.0,0.08179,1530.95841,11.78414,20393.34249,3.459191674E9,0.0,
GlymaFiskIII.16G059200.2.p,12.0,0.0,1.0,12.0,674.134,1.0,0.08179,1530.95841,11.78414,20393.34249,3.459191674E9,0.0,
GlymaFiskIII.16G059200.1.p,12.0,0.0,1.0,12.0,684.02,1.0,0.08179,1530.95841,11.78414,20393.34249,3.459191674E9,0.0,
GlymaFiskIII.16G040000.2.p,3.0,0.0,1.0,3.0,221.949,1.0,0.08179,1303.13341,11.20348,132.10652,2.7431058E7,0.0,
GlymaFiskIII.16G040000.1.p,3.0,0.0,1.0,3.0,251.264,1.0,0.08179,1303.13341,11.20348,132.10652,2.7431058E7,0.0,
GlymaFiskIII.16G034900.1.p,1.0,0.0,1.0,1.0,45.139,1.0,0.07498,1099.10184,10.43921,0.0,0.0,0.0,
GlymaFiskIII.16G034100.2.p,13.0,0.0,1.0,13.0,966.975,1.0,0.08997,1740.52262,12.25371,1799.20835,2.214549558E9,0.0,
GlymaFiskIII.16G034100.1.p,13.0,0.0,1.0,13.0,977.229,1.0,0.08997,1740.52262,12.25371,1799.20835,2.214549558E9,0.0,
GlymaFiskIII.16G016700.1.p,1.0,0.0,1.0,1.0,88.116,1.0,0.07498,1189.13431,10.83872,0.0,0.0,0.0,
GlymaFiskIII.15G224900.1.p,2.0,0.0,1.0,2.0,67.091,1.0,0.07498,1235.82323,10.99387,72.84267,1124578.0,0.0,
GlymaFiskIII.15G093800.2.p,3.0,0.0,1.0,3.0,62.911,1.0,0.07498,1195.6562,10.87019,22667.74656,4.3585009626E10,0.0,
GlymaFiskIII.15G093800.1.p,3.0,0.0,1.0,3.0,52.784,1.0,0.07498,1195.6562,10.87019,22667.74656,4.3585009626E10,0.0,
GlymaFiskIII.15G046600.1.p,5.0,0.0,1.0,5.0,417.876,1.0,0.08179,1417.06555,11.58548,885.84456,3.7634154E7,0.0,
GlymaFiskIII.15G010700.1.p,3.0,0.0,1.0,5.0,281.732,1.0,0.08179,1273.80051,11.19089,0.21685,16.0,0.0,
GlymaFiskIII.15G010200.3.p,3.0,0.0,1.0,3.0,305.286,1.0,0.07498,1317.06126,11.2645,77.31366,1.2265798E7,0.0,
GlymaFiskIII.15G010200.2.p,3.0,0.0,1.0,3.0,300.121,1.0,0.07498,1317.06126,11.2645,77.31366,1.2265798E7,0.0,
GlymaFiskIII.15G010200.1.p,3.0,0.0,1.0,3.0,253.184,1.0,0.07498,1317.06126,11.2645,77.31366,1.2265798E7,0.0,
GlymaFiskIII.14G180900.2.p,2.0,0.0,1.0,2.0,114.961,1.0,0.07498,1172.62644,10.76867,0.05556,2.0,0.0,
GlymaFiskIII.14G173000.6.p,1.0,0.0,1.0,1.0,116.564,1.0,0.08179,1372.70249,11.44292,0.0,0.0,0.0,
GlymaFiskIII.14G173000.5.p,1.0,0.0,1.0,1.0,115.306,1.0,0.08179,1372.70249,11.44292,0.0,0.0,0.0,
GlymaFiskIII.14G173000.4.p,1.0,0.0,1.0,1.0,114.584,1.0,0.08179,1372.70249,11.44292,0.0,0.0,0.0,
GlymaFiskIII.14G173000.3.p,1.0,0.0,1.0,1.0,90.035,1.0,0.08179,1372.70249,11.44292,0.0,0.0,0.0,
GlymaFiskIII.14G173000.2.p,1.0,0.0,1.0,1.0,103.758,1.0,0.08179,1372.70249,11.44292,0.0,0.0,0.0,
GlymaFiskIII.14G173000.1.p,1.0,0.0,1.0,1.0,94.488,1.0,0.08179,1372.70249,11.44292,0.0,0.0,0.0,
GlymaFiskIII.13G344000.3.p,3.0,0.0,1.0,3.0,282.035,1.0,0.07498,1317.06126,11.2645,77.31366,1.2265798E7,0.0,
GlymaFiskIII.13G344000.2.p,3.0,0.0,1.0,3.0,267.9,1.0,0.07498,1317.06126,11.2645,77.31366,1.2265798E7,0.0,
GlymaFiskIII.13G344000.1.p,3.0,0.0,1.0,3.0,255.067,1.0,0.07498,1317.06126,11.2645,77.31366,1.2265798E7,0.0,
GlymaFiskIII.13G343500.1.p,3.0,0.0,1.0,5.0,342.243,1.0,0.08179,1273.80051,11.19089,0.21685,16.0,0.0,
GlymaFiskIII.13G296400.4.p,1.0,0.0,1.0,1.0,47.123,1.0,0.07498,1161.8026,10.73364,0.0,0.0,0.0,
GlymaFiskIII.13G296400.3.p,1.0,0.0,1.0,1.0,74.099,1.0,0.07498,1161.8026,10.73364,0.0,0.0,0.0,
GlymaFiskIII.13G296400.2.p,1.0,0.0,1.0,1.0,45.404,1.0,0.07498,1161.8026,10.73364,0.0,0.0,0.0,
GlymaFiskIII.13G296400.1.p,1.0,0.0,1.0,1.0,50.869,1.0,0.07498,1161.8026,10.73364,0.0,0.0,0.0,
GlymaFiskIII.13G290900.3.p,2.0,0.0,1.0,2.0,128.908,1.0,0.07498,1300.40527,11.22236,12251.06196,8.52151096E8,0.0,
GlymaFiskIII.13G290900.2.p,2.0,0.0,1.0,2.0,123.039,1.0,0.07498,1300.40527,11.22236,12251.06196,8.52151096E8,0.0,
GlymaFiskIII.13G196100.1.p,3.0,0.0,1.0,3.0,44.357,1.0,0.07498,1195.6562,10.87019,22667.74656,4.3585009626E10,0.0,
GlymaFiskIII.13G145300.6.p,1.0,0.0,1.0,1.0,1.102,1.0,0.00123,9.0,0.00304,0.0,0.0,0.0,
GlymaFiskIII.13G145300.5.p,1.0,0.0,1.0,1.0,1.116,1.0,0.00123,9.0,0.00304,0.0,0.0,0.0,
GlymaFiskIII.13G145300.4.p,1.0,0.0,1.0,1.0,1.091,1.0,0.00123,9.0,0.00304,0.0,0.0,0.0,
GlymaFiskIII.13G145300.3.p,1.0,0.0,1.0,1.0,1.091,1.0,0.00123,9.0,0.00304,0.0,0.0,0.0,
GlymaFiskIII.13G145300.2.p,1.0,0.0,1.0,1.0,1.109,1.0,0.00123,9.0,0.00304,0.0,0.0,0.0,
GlymaFiskIII.13G145300.1.p,1.0,0.0,1.0,1.0,1.117,1.0,0.00123,9.0,0.00304,0.0,0.0,0.0,
GlymaFiskIII.13G139100.3.p,10.0,0.0,1.0,10.0,588.447,1.0,0.08179,1517.53222,11.7732,10306.51552,3.228501386E9,0.0,
GlymaFiskIII.13G139100.2.p,10.0,0.0,1.0,10.0,597.376,1.0,0.08179,1517.53222,11.7732,10306.51552,3.228501386E9,0.0,
GlymaFiskIII.13G139100.1.p,10.0,0.0,1.0,10.0,576.128,1.0,0.08179,1517.53222,11.7732,10306.51552,3.228501386E9,0.0,
GlymaFiskIII.13G138400.1.p,4.0,0.0,1.0,7.0,455.579,1.0,0.06921,1108.71202,10.45234,0.60689,116.0,0.0,
GlymaFiskIII.13G123100.2.p,4.0,0.0,1.0,4.0,143.303,1.0,0.07498,1238.06883,10.95721,419.49635,1.542918992E10,0.0,
GlymaFiskIII.13G123100.1.p,4.0,0.0,1.0,4.0,153.128,1.0,0.07498,1238.06883,10.95721,419.49635,1.542918992E10,0.0,
GlymaFiskIII.13G119400.1.p,3.0,0.0,1.0,3.0,8.187,1.0,0.06427,882.87377,9.19278,0.46154,6.0,0.0,
GlymaFiskIII.12G222400.1.p,2.0,0.0,1.0,2.0,50.231,1.0,0.07498,1235.82323,10.99387,72.84267,1124578.0,0.0,
GlymaFiskIII.12G221000.1.p,2.0,0.0,1.0,2.0,51.548,1.0,0.07498,1235.82323,10.99387,72.84267,1124578.0,0.0,
GlymaFiskIII.12G175800.2.p,1.0,0.0,1.0,1.0,44.423,1.0,0.07498,1161.8026,10.73364,0.0,0.0,0.0,
GlymaFiskIII.12G175800.1.p,1.0,0.0,1.0,1.0,44.396,1.0,0.07498,1161.8026,10.73364,0.0,0.0,0.0,
GlymaFiskIII.11G197000.1.p,2.0,0.0,1.0,2.0,119.728,1.0,0.07498,1172.62644,10.76867,0.05556,2.0,0.0,
GlymaFiskIII.11G194700.2.p,2.0,0.0,1.0,2.0,101.672,1.0,0.07498,1172.62644,10.76867,0.05556,2.0,0.0,
GlymaFiskIII.11G072000.6.p,1.0,0.0,1.0,1.0,8.04,1.0,0.06427,965.98442,9.69929,0.0,0.0,0.0,
GlymaFiskIII.11G072000.5.p,1.0,0.0,1.0,1.0,6.498,1.0,0.06427,965.98442,9.69929,0.0,0.0,0.0,
GlymaFiskIII.11G072000.4.p,1.0,0.0,1.0,1.0,2.906,1.0,0.06427,965.98442,9.69929,0.0,0.0,0.0,
GlymaFiskIII.11G072000.3.p,1.0,0.0,1.0,1.0,8.188,1.0,0.06427,965.98442,9.69929,0.0,0.0,0.0,
GlymaFiskIII.11G072000.2.p,1.0,0.0,1.0,1.0,7.978,1.0,0.06427,965.98442,9.69929,0.0,0.0,0.0,
GlymaFiskIII.11G072000.1.p,1.0,0.0,1.0,1.0,6.406,1.0,0.06427,965.98442,9.69929,0.0,0.0,0.0,
GlymaFiskIII.11G069000.1.p,2.0,0.0,1.0,2.0,69.6,1.0,0.06921,1091.32559,10.36149,297.92139,8860038.0,0.0,
GlymaFiskIII.11G011000.1.p,3.0,0.0,1.0,3.0,219.665,1.0,0.08179,1273.80051,11.19089,0.08278,6.0,0.0,
GlymaFiskIII.10G231300.1.p,4.0,0.0,1.0,4.0,151.353,1.0,0.06921,1180.95648,10.7476,1611.26493,2.23336148E8,0.0,
GlymaFiskIII.10G209100.1.p,1.0,0.0,1.0,1.0,68.127,1.0,0.07498,1247.47449,11.08965,0.0,0.0,0.0,
GlymaFiskIII.10G204800.3.p,2.0,0.0,1.0,3.0,6.595,1.0,0.05623,833.37769,8.70269,0.16667,4.0,0.0,
GlymaFiskIII.10G204800.2.p,2.0,0.0,1.0,3.0,2.951,1.0,0.05623,833.37769,8.70269,0.16667,4.0,0.0,
GlymaFiskIII.10G149200.1.p,3.0,0.0,1.0,3.0,52.674,1.0,0.07498,1195.6562,10.87019,22667.74656,4.3585009626E10,0.0,
GlymaFiskIII.10G115900.2.p,7.0,0.0,1.0,7.0,565.096,1.0,0.08179,1483.12348,11.71272,841.97128,9.3559602E7,0.0,
GlymaFiskIII.10G115900.1.p,7.0,0.0,1.0,7.0,580.925,1.0,0.08179,1483.12348,11.71272,841.97128,9.3559602E7,0.0,
GlymaFiskIII.10G089400.3.p,2.0,0.0,1.0,2.0,197.002,1.0,0.08179,1404.47309,11.55347,25.18763,7861186.0,0.0,
GlymaFiskIII.10G068600.3.p,10.0,0.0,1.0,10.0,574.239,1.0,0.08179,1517.53222,11.7732,10306.51552,3.228501386E9,0.0,
GlymaFiskIII.10G068600.2.p,10.0,0.0,1.0,10.0,584.854,1.0,0.08179,1517.53222,11.7732,10306.51552,3.228501386E9,0.0,
GlymaFiskIII.10G068600.1.p,10.0,0.0,1.0,10.0,581.422,1.0,0.08179,1517.53222,11.7732,10306.51552,3.228501386E9,0.0,
GlymaFiskIII.10G050300.1.p,4.0,0.0,1.0,4.0,171.426,1.0,0.07498,1238.06883,10.95721,419.49635,1.542918992E10,0.0,
GlymaFiskIII.10G046300.1.p,3.0,0.0,1.0,3.0,6.686,1.0,0.06427,882.87377,9.19278,0.46154,6.0,0.0,
GlymaFiskIII.10G003200.1.p,4.0,0.0,1.0,4.0,192.068,1.0,0.06921,1180.95648,10.7476,1611.26493,2.23336148E8,0.0,
GlymaFiskIII.09G251700.1.p,1.0,0.0,1.0,1.0,121.825,1.0,0.08179,1372.70249,11.44292,0.0,0.0,0.0,
GlymaFiskIII.09G220400.1.p,1.0,0.0,1.0,1.0,2.816,1.0,0.06921,973.41474,9.80628,0.0,0.0,0.0,
GlymaFiskIII.09G154600.1.p,1.0,0.0,1.0,1.0,114.885,1.0,0.08997,1451.15278,11.63419,0.0,0.0,0.0,
GlymaFiskIII.09G037300.1.p,2.0,0.0,1.0,2.0,76.082,1.0,0.07498,1285.71919,11.22647,4026.32475,7.0356251E8,0.0,
GlymaFiskIII.08G300800.3.p,2.0,0.0,1.0,3.0,1.501,1.0,0.05623,833.37769,8.70269,0.16667,4.0,0.0,
